,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,RAPE16,FONDL16,ROBBE16,AGG_A16,geo_address,lat_lng,lat,long
8569,Warren County Career Center,Main Campus,3525 North State Route 48,LEBANON,OH,450361099,4,"Public, 2-year",133.0,101.0,234.0,0,1,0,0,"Warren County Career Center, 3525 North State Route 48, LEBANON, OH 450361099","[39.490003, -84.205871]",39.490003,-84.205871
8588,Franklin Technology-MSSU,MSSU Campus,3950 East Newman Rd,Joplin,MO,64801,7,"Public, less-than 2-year",48.0,117.0,165.0,2,1,0,0,"Franklin Technology-MSSU, 3950 East Newman Rd, Joplin, MO 64801","[37.0970038, -94.4654434]",37.0970038,-94.4654434
8600,Roger Williams University School of Law,Roger Williams University School of Law,Ten Metacom Ave,Bristol,RI,02809,2,"Private nonprofit, 4-year or above",207.0,224.0,431.0,8,2,0,1,"Roger Williams University School of Law, Ten Metacom Ave, Bristol, RI 02809","[41.650929, -71.2619]",41.650929,-71.2619
8601,California State University-Monterey Bay,"California State University, Monterey Bay",100 CAMPUS CTR,SEASIDE,CA,939558001,1,"Public, 4-year or above",2693.0,4581.0,7274.0,13,2,1,4,"California State University-Monterey Bay, 100 CAMPUS CTR, SEASIDE, CA 939558001","[36.6516485, -121.7978073]",36.6516485,-121.7978073
8611,Remington College-Memphis Campus,Remington College (Memphis Campus),2710 NONCONNAH BLVD,MEMPHIS,TN,38132,2,"Private nonprofit, 4-year or above",178.0,422.0,600.0,0,0,0,1,"Remington College-Memphis Campus, 2710 NONCONNAH BLVD, MEMPHIS, TN 38132","[35.07140620000001, -89.989384]",35.0714062,-89.989384
8642,Johnson & Wales University-North Miami,Johnson & Wales University -- North Miami Campus,1701 NE 127TH ST,NORTH MIAMI,FL,33181,2,"Private nonprofit, 4-year or above",608.0,953.0,1561.0,5,0,0,1,"Johnson & Wales University-North Miami, 1701 NE 127TH ST, NORTH MIAMI, FL 33181","[25.8938366, -80.1647017]",25.8938366,-80.1647017
8656,Nevada Career Institute,Nevada Career Institute,"3231 North Decatur Blvd, Suite 119",Las Vegas,NV,89130,9,"Private for-profit, less-than 2-year",20.0,82.0,102.0,0,0,1,0,"Nevada Career Institute, 3231 North Decatur Blvd, Suite 119, Las Vegas, NV 89130","[36.2179486, -115.2084204]",36.2179486,-115.2084204
8664,The University of Texas MD Anderson Cancer Center,University of Texas MD Anderson Cancer Center - Main Campus,1515 Holcombe Blvd,Houston,TX,770304009,1,"Public, 4-year or above",111.0,249.0,360.0,2,1,0,0,"The University of Texas MD Anderson Cancer Center, 1515 Holcombe Blvd, Houston, TX 770304009","[29.7071962, -95.3966904]",29.7071962,-95.3966904
8691,Applied Technology Services,South Tech,12721 W Watson RD,Sunset Hills,MO,63127,7,"Public, less-than 2-year",8.0,160.0,168.0,0,0,0,19,"Applied Technology Services, 12721 W Watson RD, Sunset Hills, MO 63127","[38.5421964, -90.4130486]",38.5421964,-90.4130486
8695,Messenger College,Main Campus,400 S Industrial,Euless,TX,76040,2,"Private nonprofit, 4-year or above",33.0,33.0,66.0,0,0,0,1,"Messenger College, 400 S Industrial, Euless, TX 76040","[32.83116529999999, -97.1004294]",32.8311653,-97.1004294
8700,Clinton Essex Warren Washington BOCES,Main Campus,1585 Military Turnpike,PLATTSBURGH,NY,129010455,4,"Public, 2-year",17.0,51.0,68.0,0,0,0,1,"Clinton Essex Warren Washington BOCES, 1585 Military Turnpike, PLATTSBURGH, NY 129010455","[44.692937, -73.517269]",44.692937,-73.517269
8715,Rockland County BOCES-Practical Nursing Program,Main Campus,65 Parrot Road,West Nyack,NY,10994,7,"Public, less-than 2-year",11.0,36.0,47.0,0,1,0,0,"Rockland County BOCES-Practical Nursing Program, 65 Parrot Road, West Nyack, NY 10994","[41.1199344, -73.98020559999999]",41.1199344,-73.9802056
8730,York County School of Technology-Adult & Continuing Education,Main Campus,2179 S QUEEN ST,YORK,PA,174024696,7,"Public, less-than 2-year",85.0,108.0,193.0,0,3,0,0,"York County School of Technology-Adult & Continuing Education, 2179 S QUEEN ST, YORK, PA 174024696","[39.930126, -76.68463299999999]",39.930126,-76.684633
8761,Marion County Community Technical and Adult Education Center,Main Campus,1014 SW 7TH RD,OCALA,FL,344713172,4,"Public, 2-year",131.0,219.0,350.0,0,0,1,0,"Marion County Community Technical and Adult Education Center, 1014 SW 7TH RD, OCALA, FL 344713172","[29.178231, -82.147868]",29.178231,-82.147868
8804,Arizona State University-Polytechnic,Polytechnic Campus,7001 E. Williams Field Road,Mesa,AZ,852121812,1,"Public, 4-year or above",3088.0,1292.0,4380.0,2,1,1,0,"Arizona State University-Polytechnic, 7001 E. Williams Field Road, Mesa, AZ 852121812","[33.3039317, -111.6789633]",33.3039317,-111.6789633
8817,Living Arts College,Living Arts College @ School of Communication Arts,3000 Wakefield Crossing Drive,RALEIGH,NC,27614,3,"Private for-profit, 4-year or above",100.0,184.0,284.0,0,1,0,0,"Living Arts College, 3000 Wakefield Crossing Drive, RALEIGH, NC 27614","[35.942671, -78.556091]",35.942671,-78.556091
8972,The Illinois Institute of Art-Schaumburg,The Illinois Institute of Art - Schaumburg,"1000 Plaza Drive, Suite 100",Schaumburg,IL,601734913,3,"Private for-profit, 4-year or above",261.0,251.0,512.0,0,0,1,0,"The Illinois Institute of Art-Schaumburg, 1000 Plaza Drive, Suite 100, Schaumburg, IL 601734913","[42.0482211, -88.0439964]",42.0482211,-88.0439964
8974,The Art Institute of Phoenix,The Art Institute of Phoenix,2233 W DUNLAP AVE,PHOENIX,AZ,850212859,3,"Private for-profit, 4-year or above",456.0,443.0,899.0,0,0,0,1,"The Art Institute of Phoenix, 2233 W DUNLAP AVE, PHOENIX, AZ 850212859","[33.5667827, -112.1074104]",33.5667827,-112.1074104
9001,New Hampshire Institute of Art,Main Campus,148 CONCORD ST,MANCHESTER,NH,031044858,2,"Private nonprofit, 4-year or above",132.0,277.0,409.0,0,1,0,0,"New Hampshire Institute of Art, 148 CONCORD ST, MANCHESTER, NH 031044858","[42.9929102, -71.45894729999999]",42.9929102,-71.4589473
9027,Massachusetts General Hospital Dietetic Internship,Main Campus,55 Fruit Street,BOSTON,MA,02114,2,"Private nonprofit, 4-year or above",1.0,21.0,22.0,0,6,0,4,"Massachusetts General Hospital Dietetic Internship, 55 Fruit Street, BOSTON, MA 02114","[42.3632022, -71.0690235]",42.3632022,-71.0690235
9028,Mercy Hospital School of Nursing,Main Campus,1401 BLVD OF THE ALLIES,PITTSBURGH,PA,152195166,5,"Private nonprofit, 2-year",17.0,87.0,104.0,0,0,0,12,"Mercy Hospital School of Nursing, 1401 BLVD OF THE ALLIES, PITTSBURGH, PA 152195166","[40.4355848, -79.9864516]",40.4355848,-79.9864516
9047,Delaware College of Art and Design,Main Campus,600 N MARKET ST,WILMINGTON,DE,198013007,5,"Private nonprofit, 2-year",60.0,110.0,170.0,0,2,0,0,"Delaware College of Art and Design, 600 N MARKET ST, WILMINGTON, DE 198013007","[39.741866, -75.5498204]",39.741866,-75.5498204
9063,Florida Gulf Coast University,Main Campus,10501 FGCU BLVD S,Fort Myers,FL,339656565,1,"Public, 4-year or above",6423.0,8398.0,14821.0,4,0,1,0,"Florida Gulf Coast University, 10501 FGCU BLVD S, Fort Myers, FL 339656565","[26.4643209, -81.7733903]",26.4643209,-81.7733903
9065,Little Priest Tribal College,Main Campus,610 E. College Drive,WINNEBAGO,NE,680710270,5,"Private nonprofit, 2-year",47.0,85.0,132.0,0,0,2,0,"Little Priest Tribal College, 610 E. College Drive, WINNEBAGO, NE 680710270","[42.235578, -96.468262]",42.235578,-96.468262
9092,The Community College of Baltimore County,CCBC Catonsville Campus,800 S. Rolling Road,Catonsville,MD,212285317,4,"Public, 2-year",8347.0,12846.0,21193.0,0,0,2,1,"The Community College of Baltimore County, 800 S. Rolling Road, Catonsville, MD 212285317","[39.2527504, -76.7351068]",39.2527504,-76.7351068
9093,The Community College of Baltimore County,CCBC Essex Campus,7201 Rossville Blvd.,Baltimore,MD,212373899,4,"Public, 2-year",8347.0,12846.0,21193.0,0,1,1,0,"The Community College of Baltimore County, 7201 Rossville Blvd., Baltimore, MD 212373899","[39.3531381, -76.48126839999999]",39.3531381,-76.4812684
9101,Blue Cliff College-Metairie,Main Campus,3200 Cleary Avenue,Metairie,LA,70001,6,"Private for-profit, 2-year",65.0,802.0,867.0,0,0,0,1,"Blue Cliff College-Metairie, 3200 Cleary Avenue, Metairie, LA 70001","[30.0026992, -90.17281919999999]",30.0026992,-90.1728192
9121,Los Angeles Film School,Main Campus,6363 Sunset Blvd,Hollywood,CA,90028,3,"Private for-profit, 4-year or above",2393.0,735.0,3128.0,0,0,4,1,"Los Angeles Film School, 6363 Sunset Blvd, Hollywood, CA 90028","[34.0983007, -118.3285297]",34.0983007,-118.3285297
9141,Baton Rouge Community College,Baton Rouge Community College,201 Community College Drive,BATON ROUGE,LA,70806,4,"Public, 2-year",2965.0,4332.0,7297.0,1,0,0,0,"Baton Rouge Community College, 201 Community College Drive, BATON ROUGE, LA 70806","[30.4480911, -91.13686000000001]",30.4480911,-91.13686
9142,Baton Rouge Community College,James M. Frazier,555 Julia Street,BATON ROUGE,LA,70802,4,"Public, 2-year",2965.0,4332.0,7297.0,0,1,0,0,"Baton Rouge Community College, 555 Julia Street, BATON ROUGE, LA 70802","[30.43788, -91.185351]",30.43788,-91.185351
9151,Dallas Nursing Institute,Dallas Nursing Institute,"12170 North Abrams Road, Suite 200",DALLAS,TX,75243,5,"Private nonprofit, 2-year",32.0,212.0,244.0,0,0,2,0,"Dallas Nursing Institute, 12170 North Abrams Road, Suite 200, DALLAS, TX 75243","[32.9797553, -96.75737910000001]",32.9797553,-96.7573791
9166,Stratford University,Main Campus,7777 LEESBURG PIKE,FALLS CHURCH,VA,220432403,3,"Private for-profit, 4-year or above",1126.0,1799.0,2925.0,0,0,0,1,"Stratford University, 7777 LEESBURG PIKE, FALLS CHURCH, VA 220432403","[38.9073558, -77.2144096]",38.9073558,-77.2144096
9183,Johnson & Wales University-Denver,Johnson & Wales University -- Denver Campus,7150 MONTVIEW BLVD.,DENVER,CO,80220,2,"Private nonprofit, 4-year or above",497.0,781.0,1278.0,2,1,0,0,"Johnson & Wales University-Denver, 7150 MONTVIEW BLVD., DENVER, CO 80220","[39.745656, -104.9053429]",39.745656,-104.9053429
9208,My Le's Beauty College,Main Campus,4516 FLORIN ROAD,SACRAMENTO,CA,958232513,9,"Private for-profit, less-than 2-year",7.0,98.0,105.0,0,0,1,0,"My Le's Beauty College, 4516 FLORIN ROAD, SACRAMENTO, CA 958232513","[38.4949986, -121.452293]",38.4949986,-121.452293
9213,Northeastern Seminary,Northeastern Seminary,2301 WESTSIDE DR,ROCHESTER,NY,14624,2,"Private nonprofit, 4-year or above",75.0,56.0,131.0,1,0,0,0,"Northeastern Seminary, 2301 WESTSIDE DR, ROCHESTER, NY 14624","[43.1229156, -77.80070889999999]",43.1229156,-77.8007089
9235,The Art Institute of Washington,The Art Institute of Washington,1820 N FORT MYER DR,ARLINGTON,VA,222091802,3,"Private for-profit, 4-year or above",388.0,279.0,667.0,0,0,1,0,"The Art Institute of Washington, 1820 N FORT MYER DR, ARLINGTON, VA 222091802","[38.8958239, -77.0727745]",38.8958239,-77.0727745
9249,Oregon State University-Cascades Campus,OREGON STATE UNIVERSITY-CASCADES,1500 SW Chandler Avenue,BEND,OR,97702,1,"Public, 4-year or above",502.0,620.0,1122.0,0,3,2,0,"Oregon State University-Cascades Campus, 1500 SW Chandler Avenue, BEND, OR 97702","[44.04296799999999, -121.333477]",44.042968,-121.333477
9253,Vatterott College-Wichita,Vatterott College-Wichita,8853 E. 37th Street North,Wichita,KS,67226,6,"Private for-profit, 2-year",126.0,18.0,144.0,0,1,0,0,"Vatterott College-Wichita, 8853 E. 37th Street North, Wichita, KS 67226","[37.7515136, -97.23468090000001]",37.7515136,-97.2346809
9306,Healing Mountain Massage School,Main Campus,"363 South 500 East, #210",SALT LAKE CITY,UT,84102,9,"Private for-profit, less-than 2-year",15.0,69.0,84.0,1,0,0,0,"Healing Mountain Massage School, 363 South 500 East, #210, SALT LAKE CITY, UT 84102","[40.7614015, -111.8763315]",40.7614015,-111.8763315
9313,California State University-Channel Islands,California State University Channel Islands,ONE UNIVERSITY DR,CAMARILLO,CA,930128599,1,"Public, 4-year or above",2309.0,4302.0,6611.0,4,2,0,0,"California State University-Channel Islands, ONE UNIVERSITY DR, CAMARILLO, CA 930128599","[34.1620531, -119.0434218]",34.1620531,-119.0434218
9326,Ave Maria School of Law,Ave Maria School of Law,1025 Commons Circle,Naples,FL,341191376,2,"Private nonprofit, 4-year or above",118.0,130.0,248.0,0,1,0,0,"Ave Maria School of Law, 1025 Commons Circle, Naples, FL 341191376","[26.242147, -81.7313185]",26.242147,-81.7313185
9382,Pierpont Community and Technical College,Pierpont Community and Technical College,1201 LOCUST AVE,FAIRMONT,WV,26554,4,"Public, 2-year",782.0,1156.0,1938.0,2,1,0,0,"Pierpont Community and Technical College, 1201 LOCUST AVE, FAIRMONT, WV 26554","[39.4824609, -80.1619531]",39.4824609,-80.1619531
9407,Everest College-Tacoma,Altierus Career College Tacoma,2156 Pacific Avenue,Tacoma,WA,984023004,5,"Private nonprofit, 2-year",60.0,323.0,383.0,0,0,1,0,"Everest College-Tacoma, 2156 Pacific Avenue, Tacoma, WA 984023004","[47.24274, -122.436663]",47.24274,-122.436663
9410,Brookline College-Albuquerque,Brookline College - Albuquerque Campus,"4201 Central Avenue, NW, Suite J",Albuquerque,NM,87105,3,"Private for-profit, 4-year or above",98.0,277.0,375.0,0,0,0,1,"Brookline College-Albuquerque, 4201 Central Avenue, NW, Suite J, Albuquerque, NM 87105","[35.0877371, -106.6873193]",35.0877371,-106.6873193
9439,Auguste Escoffier School of Culinary Arts-Austin,Auguste Escoffier School of Culinary Arts,6020-B Dillard Circle,AUSTIN,TX,78752,9,"Private for-profit, less-than 2-year",205.0,180.0,385.0,0,2,0,0,"Auguste Escoffier School of Culinary Arts-Austin, 6020-B Dillard Circle, AUSTIN, TX 78752","[30.326921, -97.71795]",30.326921,-97.71795
9472,University of California-Merced,Main Campus,5200 North Lake Road,Merced,CA,95343,1,"Public, 4-year or above",3631.0,3705.0,7336.0,0,1,0,0,"University of California-Merced, 5200 North Lake Road, Merced, CA 95343","[37.36625739999999, -120.4245695]",37.3662574,-120.4245695
9481,Central Methodist University-College of Graduate and Extended Studies,Central Methodist University at Columbia,1400 Forum Bolevard Ste 11,Columbia,MO,65203,2,"Private nonprofit, 4-year or above",1379.0,2919.0,4298.0,0,0,1,0,"Central Methodist University-College of Graduate and Extended Studies, 1400 Forum Bolevard Ste 11, Columbia, MO 65203","[38.9360406, -92.35902089999999]",38.9360406,-92.3590209
9507,Johnson & Wales University-Charlotte,Johnson & Wales University -- Charlotte Campus,801 West Trade Street,Charlotte,NC,28202,2,"Private nonprofit, 4-year or above",696.0,1405.0,2101.0,0,3,2,0,"Johnson & Wales University-Charlotte, 801 West Trade Street, Charlotte, NC 28202","[35.233273, -80.850596]",35.233273,-80.850596
9514,Universal Technical Institute of Pennsylvania Inc,"Universal Technical Institute of Pennsylvania, Inc.",750 Pennsylvania Drive,Exton,PA,19341,6,"Private for-profit, 2-year",1416.0,44.0,1460.0,0,1,0,0,"Universal Technical Institute of Pennsylvania Inc, 750 Pennsylvania Drive, Exton, PA 19341","[40.070927, -75.68596]",40.070927,-75.68596
9586,Expression College for Digital Arts,SAE Expression College,6601 Shellmond St,Emeryville,CA,94608,3,"Private for-profit, 4-year or above",305.0,91.0,396.0,0,0,2,0,"Expression College for Digital Arts, 6601 Shellmond St, Emeryville, CA 94608","[37.8475599, -122.2951051]",37.8475599,-122.2951051
9601,Georgia Gwinnett College,Main campus,1000 University Center Lane,Lawrenceville,GA,30043,1,"Public, 4-year or above",5274.0,6778.0,12052.0,2,0,0,2,"Georgia Gwinnett College, 1000 University Center Lane, Lawrenceville, GA 30043","[33.97908, -84.0054164]",33.97908,-84.0054164
9649,The Art Institute of Indianapolis,The Art Institute of Indianapolis,3500 DePauw Blvd Suite 1010,Indianapolis,IN,46268,3,"Private for-profit, 4-year or above",267.0,429.0,696.0,0,0,1,1,"The Art Institute of Indianapolis, 3500 DePauw Blvd Suite 1010, Indianapolis, IN 46268","[39.9201152, -86.2210583]",39.9201152,-86.2210583
9656,West Hills College-Lemoore,West Hills College Lemoore,555 College Avenue,Lemoore,CA,93245,4,"Public, 2-year",1573.0,2445.0,4018.0,1,0,0,0,"West Hills College-Lemoore, 555 College Avenue, Lemoore, CA 93245","[36.2923855, -119.8238254]",36.2923855,-119.8238254
9672,University of South Florida-St Petersburg,University of South Florida St. Petersburg,140 Seventh Ave S.,Saint Petersburg,FL,33701,1,"Public, 4-year or above",1736.0,2966.0,4702.0,1,0,0,0,"University of South Florida-St Petersburg, 140 Seventh Ave S., Saint Petersburg, FL 33701","[27.763644, -82.63555889999999]",27.763644,-82.6355589
9674,Arizona State University-Downtown Phoenix,Downtown Phoenix Campus,411 N. Central Avenue,Phoenix,AZ,850042115,1,"Public, 4-year or above",4057.0,7680.0,11737.0,1,4,1,0,"Arizona State University-Downtown Phoenix, 411 N. Central Avenue, Phoenix, AZ 850042115","[33.452957, -112.0734512]",33.452957,-112.0734512
9682,Strayer University-Florida,Ft. Lauderdale,"2307 W. Broward Blvd., Suite 100",Fort Lauderdale,FL,33312,3,"Private for-profit, 4-year or above",942.0,1398.0,2340.0,0,1,0,0,"Strayer University-Florida, 2307 W. Broward Blvd., Suite 100, Fort Lauderdale, FL 33312","[26.1222608, -80.17366249999999]",26.1222608,-80.1736625
9703,Make-up Designory,New York Campus,"65 Broadway, 15th Floor",New York,NY,10006,9,"Private for-profit, less-than 2-year",7.0,189.0,196.0,0,0,0,1,"Make-up Designory, 65 Broadway, 15th Floor, New York, NY 10006","[40.7074064, -74.012616]",40.7074064,-74.012616
9730,Visible Music College,Main Campus,200 Madison Ave.,Memphis,TN,38103,2,"Private nonprofit, 4-year or above",75.0,42.0,117.0,0,0,3,0,"Visible Music College, 200 Madison Ave., Memphis, TN 38103","[35.1445531, -90.04930309999999]",35.1445531,-90.0493031
9750,Paul Mitchell the School-San Diego,Paul Mitchell The School San Diego,410 A St,San Diego,CA,92101,9,"Private for-profit, less-than 2-year",23.0,240.0,263.0,0,0,1,0,"Paul Mitchell the School-San Diego, 410 A St, San Diego, CA 92101","[32.719085, -117.160833]",32.719085,-117.160833
9758,Fortis College-Cincinnati,Main Campus,11499 Chester Road Ste 200,Cincinnati,OH,45246,6,"Private for-profit, 2-year",125.0,284.0,409.0,0,1,0,0,"Fortis College-Cincinnati, 11499 Chester Road Ste 200, Cincinnati, OH 45246","[39.282995, -84.444938]",39.282995,-84.444938
9759,Fortis Institute-Baltimore,Fortis Institute - Woodlawn,6901 Security Blvd. Suite 21,Baltimore,MD,21244,6,"Private for-profit, 2-year",44.0,299.0,343.0,0,0,9,3,"Fortis Institute-Baltimore, 6901 Security Blvd. Suite 21, Baltimore, MD 21244","[39.309127, -76.75144999999999]",39.309127,-76.75145
9763,Blue Cliff College-Alexandria,Blue Cliff College,1505 Metro Dr Ste 1,Alexandria,LA,71301,6,"Private for-profit, 2-year",44.0,274.0,318.0,0,0,0,1,"Blue Cliff College-Alexandria, 1505 Metro Dr Ste 1, Alexandria, LA 71301","[31.2766407, -92.4750577]",31.2766407,-92.4750577
9765,Beauty Schools of America-North Miami Beach,Beauty Schools of America,1813 NE 163rd St,North Miami Beach,FL,33162,9,"Private for-profit, less-than 2-year",36.0,206.0,242.0,0,0,0,1,"Beauty Schools of America-North Miami Beach, 1813 NE 163rd St, North Miami Beach, FL 33162","[25.92631, -80.16372]",25.92631,-80.16372
9769,Brite Divinity School,Brite Divinity School,2800 S. University Dr.,Fort Worth,TX,76129,2,"Private nonprofit, 4-year or above",125.0,98.0,223.0,4,1,0,0,"Brite Divinity School, 2800 S. University Dr., Fort Worth, TX 76129","[32.7101378, -97.3597164]",32.7101378,-97.3597164
9842,Charleston School of Law,Charleston School of Law,81 Mary St,Charleston,SC,29402,3,"Private for-profit, 4-year or above",195.0,225.0,420.0,0,1,0,0,"Charleston School of Law, 81 Mary St, Charleston, SC 29402","[32.790198, -79.93829199999999]",32.790198,-79.938292
9860,The Art Institute of Austin,The Art Institute of Austin,"101 W. Louis Henna Blvd, Suite 100",Austin,TX,78728,3,"Private for-profit, 4-year or above",475.0,344.0,819.0,0,0,5,5,"The Art Institute of Austin, 101 W. Louis Henna Blvd, Suite 100, Austin, TX 78728","[30.4789599, -97.6751974]",30.4789599,-97.6751974
9872,Escuela De Troqueleria Y Herramentaje,Main campus,150 Rd 174 Urb Industrial Minillas,Bayamon,PR,00959,4,"Public, 2-year",86.0,2.0,88.0,0,0,1,0,"Escuela De Troqueleria Y Herramentaje, 150 Rd 174 Urb Industrial Minillas, Bayamon, PR 00959","[18.3747284, -66.1439418]",18.3747284,-66.1439418
